
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:4.00649e+07, last mutation: -1, Identificador de poblacion: 0
individual51 mCAI=0.411505,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:7766.11, last mutation: -1, Identificador de poblacion: 125
individual52 mCAI=0.408201,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:7470.33, last mutation: -1, Identificador de poblacion: 144
individual53 mCAI=0.407651,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:7422.76, last mutation: -1, Identificador de poblacion: 149
individual54 mCAI=0.40761,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:7419.43, last mutation: -1, Identificador de poblacion: 123
individual55 mCAI=0.344475,mHD=0.210526,lLCS=0.149123,GENDER=male,AGE:0,fitness:6907.83, last mutation: -1, Identificador de poblacion: 166
individual56 mCAI=0.401477,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:6794.21, last mutation: -1, Identificador de poblacion: 105
individual57 mCAI=0.399657,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:6629.91, last mutation: -1, Identificador de poblacion: 73
individual58 mCAI=0.399385,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:6608.87, last mutation: -1, Identificador de poblacion: 95
individual59 mCAI=0.398438,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:6506.86, last mutation: -1, Identificador de poblacion: 47
individual60 mCAI=0.398192,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:6473.87, last mutation: -1, Identificador de poblacion: 191
individual61 mCAI=0.397474,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:6455.63, last mutation: -1, Identificador de poblacion: 70
individual62 mCAI=0.412239,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:0,fitness:5858.07, last mutation: -1, Identificador de poblacion: 107
individual63 mCAI=0.394333,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:5854.33, last mutation: -1, Identificador de poblacion: 145
individual64 mCAI=0.409978,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:0,fitness:5675.39, last mutation: -1, Identificador de poblacion: 22
individual65 mCAI=0.419807,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:5011.95, last mutation: -1, Identificador de poblacion: 152
individual66 mCAI=0.398628,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:0,fitness:4934.66, last mutation: -1, Identificador de poblacion: 5
individual67 mCAI=0.388248,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:4861.32, last mutation: -1, Identificador de poblacion: 92
individual68 mCAI=0.384962,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:4472.74, last mutation: -1, Identificador de poblacion: 32
individual69 mCAI=0.383734,mHD=0.192982,lLCS=0.140351,GENDER=male,AGE:0,fitness:4395.87, last mutation: -1, Identificador de poblacion: 176
individual70 mCAI=0.382903,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:4306.42, last mutation: -1, Identificador de poblacion: 143
individual71 mCAI=0.401973,mHD=0.192982,lLCS=0.166667,GENDER=male,AGE:0,fitness:4115.08, last mutation: -1, Identificador de poblacion: 156
individual72 mCAI=0.397118,mHD=0.192982,lLCS=0.166667,GENDER=male,AGE:0,fitness:3844.82, last mutation: -1, Identificador de poblacion: 84
individual73 mCAI=0.398182,mHD=0.210526,lLCS=0.184211,GENDER=male,AGE:0,fitness:3553.9, last mutation: -1, Identificador de poblacion: 181
individual74 mCAI=0.389189,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3305.02, last mutation: -1, Identificador de poblacion: 71
individual75 mCAI=0.374707,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:3155.81, last mutation: -1, Identificador de poblacion: 2
individual76 mCAI=0.372437,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:2995.76, last mutation: -1, Identificador de poblacion: 110
individual77 mCAI=0.378148,mHD=0.192982,lLCS=0.157895,GENDER=male,AGE:0,fitness:2913.47, last mutation: -1, Identificador de poblacion: 138
individual78 mCAI=0.379159,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2791.07, last mutation: -1, Identificador de poblacion: 167
individual79 mCAI=0.378774,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2779.15, last mutation: -1, Identificador de poblacion: 28
individual80 mCAI=0.41689,mHD=0.210526,lLCS=0.201754,GENDER=male,AGE:0,fitness:2721.46, last mutation: -1, Identificador de poblacion: 86
individual81 mCAI=0.429864,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:2640.68, last mutation: -1, Identificador de poblacion: 7
individual82 mCAI=0.375783,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2639.02, last mutation: -1, Identificador de poblacion: 198
individual83 mCAI=0.370347,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2424.71, last mutation: -1, Identificador de poblacion: 106
individual84 mCAI=0.367143,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2331.57, last mutation: -1, Identificador de poblacion: 184
individual85 mCAI=0.35553,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:2242.09, last mutation: -1, Identificador de poblacion: 4
individual86 mCAI=0.35882,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2112.34, last mutation: -1, Identificador de poblacion: 175
individual87 mCAI=0.351418,mHD=0.210526,lLCS=0.175439,GENDER=male,AGE:0,fitness:1778.98, last mutation: -1, Identificador de poblacion: 30
individual88 mCAI=0.402122,mHD=0.184211,lLCS=0.131579,GENDER=male,AGE:0,fitness:1681.55, last mutation: -1, Identificador de poblacion: 100
individual89 mCAI=0.399136,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1604.56, last mutation: -1, Identificador de poblacion: 81
individual90 mCAI=0.428486,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1569.52, last mutation: -1, Identificador de poblacion: 179
individual91 mCAI=0.41299,mHD=0.201754,lLCS=0.184211,GENDER=male,AGE:0,fitness:1445.69, last mutation: -1, Identificador de poblacion: 117
individual92 mCAI=0.394891,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1434.64, last mutation: -1, Identificador de poblacion: 115
individual93 mCAI=0.390897,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1336.77, last mutation: -1, Identificador de poblacion: 43
individual94 mCAI=0.401982,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:0,fitness:1331.87, last mutation: -1, Identificador de poblacion: 80
individual95 mCAI=0.38953,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1220.16, last mutation: -1, Identificador de poblacion: 68
individual96 mCAI=0.395732,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:0,fitness:1200.05, last mutation: -1, Identificador de poblacion: 77
individual97 mCAI=0.386151,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1097.8, last mutation: -1, Identificador de poblacion: 16
individual98 mCAI=0.424242,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:1092.36, last mutation: -1, Identificador de poblacion: 75
individual99 mCAI=0.38325,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1049.41, last mutation: -1, Identificador de poblacion: 46

individual100 mCAI=0.390557,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:889.311, last mutation: -1, Identificador de poblacion: 178
individual101 mCAI=0.390448,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:888.08, last mutation: -1, Identificador de poblacion: 78
individual102 mCAI=0.388226,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:847.423, last mutation: -1, Identificador de poblacion: 14
individual103 mCAI=0.386504,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:823.388, last mutation: -1, Identificador de poblacion: 72
individual104 mCAI=0.396992,mHD=0.201754,lLCS=0.192982,GENDER=male,AGE:0,fitness:740.269, last mutation: -1, Identificador de poblacion: 21
individual105 mCAI=0.396623,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:675.314, last mutation: -1, Identificador de poblacion: 112
individual106 mCAI=0.393826,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:661.058, last mutation: -1, Identificador de poblacion: 126
individual107 mCAI=0.371897,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:0,fitness:648.727, last mutation: -1, Identificador de poblacion: 113
individual108 mCAI=0.373432,mHD=0.184211,lLCS=0.166667,GENDER=male,AGE:0,fitness:639.32, last mutation: -1, Identificador de poblacion: 39
individual109 mCAI=0.359678,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:533.953, last mutation: -1, Identificador de poblacion: 195
individual110 mCAI=0.352685,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:513.449, last mutation: -1, Identificador de poblacion: 3
individual111 mCAI=0.405969,mHD=0.192982,lLCS=0.184211,GENDER=male,AGE:0,fitness:472.31, last mutation: -1, Identificador de poblacion: 89
individual112 mCAI=0.426157,mHD=0.192982,lLCS=0.201754,GENDER=male,AGE:0,fitness:462.807, last mutation: -1, Identificador de poblacion: 168
individual113 mCAI=0.429362,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:458.001, last mutation: -1, Identificador de poblacion: 93
individual114 mCAI=0.406914,mHD=0.175439,lLCS=0.122807,GENDER=male,AGE:0,fitness:447.432, last mutation: -1, Identificador de poblacion: 108
individual115 mCAI=0.391238,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:447.057, last mutation: -1, Identificador de poblacion: 186
individual116 mCAI=0.406394,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:446.753, last mutation: -1, Identificador de poblacion: 11
individual117 mCAI=0.40106,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:406.06, last mutation: -1, Identificador de poblacion: 182
individual118 mCAI=0.33893,mHD=0.201754,lLCS=0.157895,GENDER=male,AGE:0,fitness:401.059, last mutation: -1, Identificador de poblacion: 165
individual119 mCAI=0.393551,mHD=0.192982,lLCS=0.184211,GENDER=male,AGE:0,fitness:396.225, last mutation: -1, Identificador de poblacion: 94
individual120 mCAI=0.397296,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:380.134, last mutation: -1, Identificador de poblacion: 120
individual121 mCAI=0.393279,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:342.545, last mutation: -1, Identificador de poblacion: 35
individual122 mCAI=0.400285,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:339.991, last mutation: -1, Identificador de poblacion: 9
individual123 mCAI=0.40135,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:301.933, last mutation: -1, Identificador de poblacion: 192
individual124 mCAI=0.399523,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:294.502, last mutation: -1, Identificador de poblacion: 161
individual125 mCAI=0.39543,mHD=0.192982,lLCS=0.201754,GENDER=male,AGE:0,fitness:293.627, last mutation: -1, Identificador de poblacion: 101
individual126 mCAI=0.397424,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:286.176, last mutation: -1, Identificador de poblacion: 76
individual127 mCAI=0.397416,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:286.145, last mutation: -1, Identificador de poblacion: 160
individual128 mCAI=0.377997,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:275.869, last mutation: -1, Identificador de poblacion: 148
individual129 mCAI=0.389387,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:272.198, last mutation: -1, Identificador de poblacion: 10
individual130 mCAI=0.388869,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:270.318, last mutation: -1, Identificador de poblacion: 116
individual131 mCAI=0.384243,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:261.105, last mutation: -1, Identificador de poblacion: 61
individual132 mCAI=0.382583,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:251.459, last mutation: -1, Identificador de poblacion: 26
individual133 mCAI=0.381633,mHD=0.175439,lLCS=0.140351,GENDER=male,AGE:0,fitness:241.132, last mutation: -1, Identificador de poblacion: 12
individual134 mCAI=0.387636,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:235.724, last mutation: -1, Identificador de poblacion: 193
individual135 mCAI=0.372108,mHD=0.201754,lLCS=0.192982,GENDER=male,AGE:0,fitness:235.536, last mutation: -1, Identificador de poblacion: 6
individual136 mCAI=0.390771,mHD=0.192982,lLCS=0.192982,GENDER=male,AGE:0,fitness:217.008, last mutation: -1, Identificador de poblacion: 164
individual137 mCAI=0.378697,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:210.769, last mutation: -1, Identificador de poblacion: 187
individual138 mCAI=0.376417,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:199.925, last mutation: -1, Identificador de poblacion: 29
individual139 mCAI=0.416824,mHD=0.184211,lLCS=0.192982,GENDER=male,AGE:0,fitness:191.414, last mutation: -1, Identificador de poblacion: 85
individual140 mCAI=0.372091,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:178.842, last mutation: -1, Identificador de poblacion: 23
individual141 mCAI=0.408868,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:169.859, last mutation: -1, Identificador de poblacion: 17
individual142 mCAI=0.433559,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:168.052, last mutation: -1, Identificador de poblacion: 67
individual143 mCAI=0.36804,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:166.817, last mutation: -1, Identificador de poblacion: 64
individual144 mCAI=0.419343,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:165.434, last mutation: -1, Identificador de poblacion: 146
individual145 mCAI=0.397705,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:156.66, last mutation: -1, Identificador de poblacion: 131
individual146 mCAI=0.357624,mHD=0.201754,lLCS=0.184211,GENDER=male,AGE:0,fitness:156.231, last mutation: -1, Identificador de poblacion: 177
individual147 mCAI=0.367833,mHD=0.201754,lLCS=0.210526,GENDER=male,AGE:0,fitness:156.18, last mutation: -1, Identificador de poblacion: 119
individual148 mCAI=0.358189,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:141.909, last mutation: -1, Identificador de poblacion: 174
individual149 mCAI=0.356411,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:121.434, last mutation: -1, Identificador de poblacion: 59
individual150 mCAI=0.388312,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:118.578, last mutation: -1, Identificador de poblacion: 197
individual151 mCAI=0.421219,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:117.773, last mutation: -1, Identificador de poblacion: 134
individual152 mCAI=0.3861,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:116.616, last mutation: -1, Identificador de poblacion: 54
individual153 mCAI=0.385151,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:115.751, last mutation: -1, Identificador de poblacion: 18
individual154 mCAI=0.406706,mHD=0.166667,lLCS=0.307018,GENDER=male,AGE:0,fitness:113.971, last mutation: -1, Identificador de poblacion: 25
individual155 mCAI=0.409951,mHD=0.166667,lLCS=0.122807,GENDER=male,AGE:0,fitness:110.15, last mutation: -1, Identificador de poblacion: 79
individual156 mCAI=0.413434,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:104.513, last mutation: -1, Identificador de poblacion: 38
individual157 mCAI=0.4039,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:102.437, last mutation: -1, Identificador de poblacion: 180
individual158 mCAI=0.378176,mHD=0.184211,lLCS=0.184211,GENDER=male,AGE:0,fitness:100.096, last mutation: -1, Identificador de poblacion: 60
individual159 mCAI=0.375757,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:97.4019, last mutation: -1, Identificador de poblacion: 150
individual160 mCAI=0.416581,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:94.9617, last mutation: -1, Identificador de poblacion: 41
individual161 mCAI=0.396546,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:89.1652, last mutation: -1, Identificador de poblacion: 163
individual162 mCAI=0.406393,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:85.0647, last mutation: -1, Identificador de poblacion: 124
individual163 mCAI=0.397074,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:80.7364, last mutation: -1, Identificador de poblacion: 109
individual164 mCAI=0.39559,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:78.7537, last mutation: -1, Identificador de poblacion: 147
individual165 mCAI=0.357088,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:75.9979, last mutation: -1, Identificador de poblacion: 171
individual166 mCAI=0.356631,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:75.6686, last mutation: -1, Identificador de poblacion: 135
individual167 mCAI=0.395263,mHD=0.166667,lLCS=0.166667,GENDER=male,AGE:0,fitness:75.2892, last mutation: -1, Identificador de poblacion: 57
individual168 mCAI=0.354719,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:74.257, last mutation: -1, Identificador de poblacion: 190
individual169 mCAI=0.350081,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:71.7268, last mutation: -1, Identificador de poblacion: 159
individual170 mCAI=0.388625,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:69.4084, last mutation: -1, Identificador de poblacion: 173
individual171 mCAI=0.387464,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:68.6669, last mutation: -1, Identificador de poblacion: 87
individual172 mCAI=0.373396,mHD=0.175439,lLCS=0.22807,GENDER=male,AGE:0,fitness:68.2538, last mutation: -1, Identificador de poblacion: 183
individual173 mCAI=0.345003,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:67.2719, last mutation: -1, Identificador de poblacion: 40
individual174 mCAI=0.386727,mHD=0.175439,lLCS=0.184211,GENDER=male,AGE:0,fitness:65.5991, last mutation: -1, Identificador de poblacion: 172
individual175 mCAI=0.381335,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:63.8261, last mutation: -1, Identificador de poblacion: 52
individual176 mCAI=0.369532,mHD=0.175439,lLCS=0.210526,GENDER=male,AGE:0,fitness:59.0154, last mutation: -1, Identificador de poblacion: 34
individual177 mCAI=0.320297,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:58.7166, last mutation: -1, Identificador de poblacion: 196
individual178 mCAI=0.381346,mHD=0.166667,lLCS=0.157895,GENDER=male,AGE:0,fitness:55.4597, last mutation: -1, Identificador de poblacion: 103
individual179 mCAI=0.375286,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:54.7089, last mutation: -1, Identificador de poblacion: 8
individual180 mCAI=0.44144,mHD=0.166667,lLCS=0.22807,GENDER=male,AGE:0,fitness:53.5306, last mutation: -1, Identificador de poblacion: 36
individual181 mCAI=0.363254,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:52.041, last mutation: -1, Identificador de poblacion: 1
individual182 mCAI=0.327964,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:52.0015, last mutation: -1, Identificador de poblacion: 42
individual183 mCAI=0.414319,mHD=0.166667,lLCS=0.219298,GENDER=male,AGE:0,fitness:48.2189, last mutation: -1, Identificador de poblacion: 189
