
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:1.85839e+08, last mutation: -1, Identificador de poblacion: 0
individual33 mCAI=0.391994,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:3566.28, last mutation: -1, Identificador de poblacion: 112
individual34 mCAI=0.403295,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:3265.06, last mutation: -1, Identificador de poblacion: 71
individual35 mCAI=0.40362,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:3080.62, last mutation: -1, Identificador de poblacion: 8
individual36 mCAI=0.395945,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:2930.14, last mutation: -1, Identificador de poblacion: 17
individual37 mCAI=0.39728,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:2802.9, last mutation: -1, Identificador de poblacion: 173
individual38 mCAI=0.378808,mHD=0.201754,lLCS=0.131579,GENDER=female,AGE:0,fitness:2528.01, last mutation: -1, Identificador de poblacion: 143
individual39 mCAI=0.377816,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:2500.23, last mutation: -1, Identificador de poblacion: 52
individual40 mCAI=0.377811,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:2387.83, last mutation: -1, Identificador de poblacion: 33
individual41 mCAI=0.392657,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:2335.36, last mutation: -1, Identificador de poblacion: 196
individual42 mCAI=0.390266,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:2205.09, last mutation: -1, Identificador de poblacion: 82
individual43 mCAI=0.388315,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:2157.26, last mutation: -1, Identificador de poblacion: 140
individual44 mCAI=0.372512,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:1846.29, last mutation: -1, Identificador de poblacion: 75
individual45 mCAI=0.423574,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:1796.29, last mutation: -1, Identificador de poblacion: 9
individual46 mCAI=0.371544,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:1763.95, last mutation: -1, Identificador de poblacion: 13
individual47 mCAI=0.386949,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:1714.84, last mutation: -1, Identificador de poblacion: 77
individual48 mCAI=0.385125,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1670.83, last mutation: -1, Identificador de poblacion: 187
individual49 mCAI=0.367559,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:1663.4, last mutation: -1, Identificador de poblacion: 21
individual50 mCAI=0.423255,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:1626.43, last mutation: -1, Identificador de poblacion: 191
individual51 mCAI=0.41864,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:1586.15, last mutation: -1, Identificador de poblacion: 181
individual52 mCAI=0.399628,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:1564.92, last mutation: -1, Identificador de poblacion: 150
individual53 mCAI=0.416924,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:1473.06, last mutation: -1, Identificador de poblacion: 149
individual54 mCAI=0.422095,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1411.65, last mutation: -1, Identificador de poblacion: 146
individual55 mCAI=0.411491,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:1345.6, last mutation: -1, Identificador de poblacion: 51
individual56 mCAI=0.413104,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:1322.96, last mutation: -1, Identificador de poblacion: 14
individual57 mCAI=0.38287,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:1310.4, last mutation: -1, Identificador de poblacion: 32
individual58 mCAI=0.414601,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1300.13, last mutation: -1, Identificador de poblacion: 148
individual59 mCAI=0.355438,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:1252.47, last mutation: -1, Identificador de poblacion: 10
individual60 mCAI=0.409845,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1241.83, last mutation: -1, Identificador de poblacion: 134
individual61 mCAI=0.407596,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:1213.49, last mutation: -1, Identificador de poblacion: 68
individual62 mCAI=0.384051,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1179.54, last mutation: -1, Identificador de poblacion: 58
individual63 mCAI=0.382175,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:1150.49, last mutation: -1, Identificador de poblacion: 94
individual64 mCAI=0.405338,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1126.57, last mutation: -1, Identificador de poblacion: 190
individual65 mCAI=0.405312,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1126.31, last mutation: -1, Identificador de poblacion: 189
individual66 mCAI=0.404304,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1113.77, last mutation: -1, Identificador de poblacion: 73
individual67 mCAI=0.403472,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1100.68, last mutation: -1, Identificador de poblacion: 132
individual68 mCAI=0.396914,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:1001.13, last mutation: -1, Identificador de poblacion: 115
individual69 mCAI=0.392567,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:922.292, last mutation: -1, Identificador de poblacion: 176
individual70 mCAI=0.40506,mHD=0.201754,lLCS=0.184211,GENDER=female,AGE:0,fitness:861.029, last mutation: -1, Identificador de poblacion: 20
individual71 mCAI=0.400432,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:837.249, last mutation: -1, Identificador de poblacion: 198
individual72 mCAI=0.403508,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:835.591, last mutation: -1, Identificador de poblacion: 167
individual73 mCAI=0.387673,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:765.982, last mutation: -1, Identificador de poblacion: 161
individual74 mCAI=0.400023,mHD=0.201754,lLCS=0.192982,GENDER=female,AGE:0,fitness:741.978, last mutation: -1, Identificador de poblacion: 25
individual75 mCAI=0.396011,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:715.96, last mutation: -1, Identificador de poblacion: 76
individual76 mCAI=0.4226,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:694.428, last mutation: -1, Identificador de poblacion: 120
individual77 mCAI=0.404695,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:678.462, last mutation: -1, Identificador de poblacion: 147
individual78 mCAI=0.401016,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:658.828, last mutation: -1, Identificador de poblacion: 104
individual79 mCAI=0.39338,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:633.359, last mutation: -1, Identificador de poblacion: 24
individual80 mCAI=0.393057,mHD=0.184211,lLCS=0.140351,GENDER=female,AGE:0,fitness:628.247, last mutation: -1, Identificador de poblacion: 97
individual81 mCAI=0.389593,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:599.845, last mutation: -1, Identificador de poblacion: 98
individual82 mCAI=0.381682,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:592.485, last mutation: -1, Identificador de poblacion: 5
individual83 mCAI=0.407391,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:551.186, last mutation: -1, Identificador de poblacion: 158
individual84 mCAI=0.387828,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:549.671, last mutation: -1, Identificador de poblacion: 141
individual85 mCAI=0.375414,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:515.978, last mutation: -1, Identificador de poblacion: 119
individual86 mCAI=0.449209,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:509.566, last mutation: -1, Identificador de poblacion: 180
individual87 mCAI=0.434646,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:466.494, last mutation: -1, Identificador de poblacion: 182
individual88 mCAI=0.412004,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:450.395, last mutation: -1, Identificador de poblacion: 88
individual89 mCAI=0.385168,mHD=0.201754,lLCS=0.184211,GENDER=female,AGE:0,fitness:450.189, last mutation: -1, Identificador de poblacion: 22
individual90 mCAI=0.396672,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:447.915, last mutation: -1, Identificador de poblacion: 152
individual91 mCAI=0.42332,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:438.4, last mutation: -1, Identificador de poblacion: 57
individual92 mCAI=0.399705,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:429.53, last mutation: -1, Identificador de poblacion: 121
individual93 mCAI=0.421437,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:427.691, last mutation: -1, Identificador de poblacion: 138
individual94 mCAI=0.369591,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:423.923, last mutation: -1, Identificador de poblacion: 2
individual95 mCAI=0.416099,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:416.733, last mutation: -1, Identificador de poblacion: 168
individual96 mCAI=0.413346,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:410.348, last mutation: -1, Identificador de poblacion: 188
individual97 mCAI=0.418224,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:403.392, last mutation: -1, Identificador de poblacion: 129
individual98 mCAI=0.366278,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:395.983, last mutation: -1, Identificador de poblacion: 19
individual99 mCAI=0.403522,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:390.488, last mutation: -1, Identificador de poblacion: 123

individual100 mCAI=0.414907,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:383.363, last mutation: -1, Identificador de poblacion: 174
individual101 mCAI=0.39999,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:377.048, last mutation: -1, Identificador de poblacion: 142
individual102 mCAI=0.375625,mHD=0.201754,lLCS=0.184211,GENDER=female,AGE:0,fitness:348.641, last mutation: -1, Identificador de poblacion: 36
individual103 mCAI=0.394281,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:338.149, last mutation: -1, Identificador de poblacion: 113
individual104 mCAI=0.385006,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:312.601, last mutation: -1, Identificador de poblacion: 126
individual105 mCAI=0.404265,mHD=0.175439,lLCS=0.131579,GENDER=female,AGE:0,fitness:304.256, last mutation: -1, Identificador de poblacion: 65
individual106 mCAI=0.39171,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:301.983, last mutation: -1, Identificador de poblacion: 106
individual107 mCAI=0.385109,mHD=0.210526,lLCS=0.22807,GENDER=female,AGE:0,fitness:279.731, last mutation: -1, Identificador de poblacion: 144
individual108 mCAI=0.391975,mHD=0.201754,lLCS=0.22807,GENDER=female,AGE:0,fitness:230.909, last mutation: -1, Identificador de poblacion: 118
individual109 mCAI=0.382973,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:230.903, last mutation: -1, Identificador de poblacion: 154
individual110 mCAI=0.384364,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:227.393, last mutation: -1, Identificador de poblacion: 4
individual111 mCAI=0.396461,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:199.368, last mutation: -1, Identificador de poblacion: 197
individual112 mCAI=0.380677,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:195.449, last mutation: -1, Identificador de poblacion: 153
individual113 mCAI=0.380347,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:194.685, last mutation: -1, Identificador de poblacion: 7
individual114 mCAI=0.379867,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:193.491, last mutation: -1, Identificador de poblacion: 130
individual115 mCAI=0.379512,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:192.629, last mutation: -1, Identificador de poblacion: 136
individual116 mCAI=0.379274,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:192.071, last mutation: -1, Identificador de poblacion: 162
individual117 mCAI=0.350935,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:191.318, last mutation: -1, Identificador de poblacion: 43
individual118 mCAI=0.365225,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:190.74, last mutation: -1, Identificador de poblacion: 145
individual119 mCAI=0.409421,mHD=0.192982,lLCS=0.22807,GENDER=female,AGE:0,fitness:189.963, last mutation: -1, Identificador de poblacion: 117
individual120 mCAI=0.405824,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:184.922, last mutation: -1, Identificador de poblacion: 35
individual121 mCAI=0.417403,mHD=0.175439,lLCS=0.166667,GENDER=female,AGE:0,fitness:184.682, last mutation: -1, Identificador de poblacion: 96
individual122 mCAI=0.405065,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:184.157, last mutation: -1, Identificador de poblacion: 12
individual123 mCAI=0.409323,mHD=0.192982,lLCS=0.210526,GENDER=female,AGE:0,fitness:183.672, last mutation: -1, Identificador de poblacion: 74
individual124 mCAI=0.377468,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:182.853, last mutation: -1, Identificador de poblacion: 100
individual125 mCAI=0.403709,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:182.744, last mutation: -1, Identificador de poblacion: 195
individual126 mCAI=0.376117,mHD=0.192982,lLCS=0.280702,GENDER=female,AGE:0,fitness:178.656, last mutation: -1, Identificador de poblacion: 177
individual127 mCAI=0.348969,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:178.276, last mutation: -1, Identificador de poblacion: 199
individual128 mCAI=0.418325,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:172.205, last mutation: -1, Identificador de poblacion: 18
individual129 mCAI=0.388802,mHD=0.192982,lLCS=0.210526,GENDER=female,AGE:0,fitness:172.005, last mutation: -1, Identificador de poblacion: 91
individual130 mCAI=0.418084,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:171.777, last mutation: -1, Identificador de poblacion: 103
individual131 mCAI=0.355166,mHD=0.201754,lLCS=0.245614,GENDER=female,AGE:0,fitness:168.793, last mutation: -1, Identificador de poblacion: 79
individual132 mCAI=0.391559,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:161.864, last mutation: -1, Identificador de poblacion: 87
individual133 mCAI=0.348617,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:150.272, last mutation: -1, Identificador de poblacion: 155
individual134 mCAI=0.425906,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:146.356, last mutation: -1, Identificador de poblacion: 194
individual135 mCAI=0.406982,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:146.194, last mutation: -1, Identificador de poblacion: 3
individual136 mCAI=0.400102,mHD=0.175439,lLCS=0.166667,GENDER=female,AGE:0,fitness:145.291, last mutation: -1, Identificador de poblacion: 47
individual137 mCAI=0.358217,mHD=0.192982,lLCS=0.236842,GENDER=female,AGE:0,fitness:142.784, last mutation: -1, Identificador de poblacion: 37
individual138 mCAI=0.411438,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:141.552, last mutation: -1, Identificador de poblacion: 172
individual139 mCAI=0.399071,mHD=0.175439,lLCS=0.166667,GENDER=female,AGE:0,fitness:140.801, last mutation: -1, Identificador de poblacion: 183
individual140 mCAI=0.365465,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:138.588, last mutation: -1, Identificador de poblacion: 193
individual141 mCAI=0.364752,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:133.981, last mutation: -1, Identificador de poblacion: 133
individual142 mCAI=0.387536,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:132.085, last mutation: -1, Identificador de poblacion: 111
individual143 mCAI=0.39779,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:129.947, last mutation: -1, Identificador de poblacion: 171
individual144 mCAI=0.363477,mHD=0.192982,lLCS=0.192982,GENDER=female,AGE:0,fitness:129.845, last mutation: -1, Identificador de poblacion: 40
individual145 mCAI=0.382934,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:129.053, last mutation: -1, Identificador de poblacion: 178
individual146 mCAI=0.377499,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:127.92, last mutation: -1, Identificador de poblacion: 131
individual147 mCAI=0.370045,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:125.351, last mutation: -1, Identificador de poblacion: 80
individual148 mCAI=0.39394,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:121.985, last mutation: -1, Identificador de poblacion: 139
individual149 mCAI=0.391928,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:119.384, last mutation: -1, Identificador de poblacion: 157
individual150 mCAI=0.378024,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:118.909, last mutation: -1, Identificador de poblacion: 95
individual151 mCAI=0.391473,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:117.95, last mutation: -1, Identificador de poblacion: 160
individual152 mCAI=0.357435,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:116.535, last mutation: -1, Identificador de poblacion: 11
individual153 mCAI=0.373983,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:116.255, last mutation: -1, Identificador de poblacion: 15
individual154 mCAI=0.365674,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:114.596, last mutation: -1, Identificador de poblacion: 81
individual155 mCAI=0.37012,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:114.335, last mutation: -1, Identificador de poblacion: 102
individual156 mCAI=0.417505,mHD=0.175439,lLCS=0.245614,GENDER=female,AGE:0,fitness:106.185, last mutation: -1, Identificador de poblacion: 64
individual157 mCAI=0.440213,mHD=0.175439,lLCS=0.236842,GENDER=female,AGE:0,fitness:102.725, last mutation: -1, Identificador de poblacion: 1
individual158 mCAI=0.375208,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:99.2328, last mutation: -1, Identificador de poblacion: 34
individual159 mCAI=0.372471,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:96.6421, last mutation: -1, Identificador de poblacion: 23
individual160 mCAI=0.33853,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:91.773, last mutation: -1, Identificador de poblacion: 70
individual161 mCAI=0.406323,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:90.6419, last mutation: -1, Identificador de poblacion: 54
individual162 mCAI=0.372071,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:90.0327, last mutation: -1, Identificador de poblacion: 59
individual163 mCAI=0.391559,mHD=0.175439,lLCS=0.201754,GENDER=female,AGE:0,fitness:85.8792, last mutation: -1, Identificador de poblacion: 44
individual164 mCAI=0.380972,mHD=0.175439,lLCS=0.22807,GENDER=female,AGE:0,fitness:82.1777, last mutation: -1, Identificador de poblacion: 72
individual165 mCAI=0.349451,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:80.896, last mutation: -1, Identificador de poblacion: 185
individual166 mCAI=0.359558,mHD=0.184211,lLCS=0.192982,GENDER=female,AGE:0,fitness:80.5162, last mutation: -1, Identificador de poblacion: 6
individual167 mCAI=0.395542,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:79.6939, last mutation: -1, Identificador de poblacion: 99
individual168 mCAI=0.356778,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:74.3935, last mutation: -1, Identificador de poblacion: 60
individual169 mCAI=0.335234,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:70.1734, last mutation: -1, Identificador de poblacion: 122
individual170 mCAI=0.362069,mHD=0.175439,lLCS=0.22807,GENDER=female,AGE:0,fitness:69.784, last mutation: -1, Identificador de poblacion: 179
individual171 mCAI=0.421529,mHD=0.166667,lLCS=0.166667,GENDER=female,AGE:0,fitness:64.4026, last mutation: -1, Identificador de poblacion: 50
individual172 mCAI=0.381512,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:59.1002, last mutation: -1, Identificador de poblacion: 159
individual173 mCAI=0.344487,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:56.6493, last mutation: -1, Identificador de poblacion: 31
individual174 mCAI=0.377555,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:55.8329, last mutation: -1, Identificador de poblacion: 61
individual175 mCAI=0.397239,mHD=0.166667,lLCS=0.157895,GENDER=female,AGE:0,fitness:44.9937, last mutation: -1, Identificador de poblacion: 39
individual176 mCAI=0.396288,mHD=0.166667,lLCS=0.201754,GENDER=female,AGE:0,fitness:42.5609, last mutation: -1, Identificador de poblacion: 89
individual177 mCAI=0.390328,mHD=0.166667,lLCS=0.175439,GENDER=female,AGE:0,fitness:42.3589, last mutation: -1, Identificador de poblacion: 170
individual178 mCAI=0.370974,mHD=0.157895,lLCS=0.254386,GENDER=female,AGE:0,fitness:41.8541, last mutation: -1, Identificador de poblacion: 69
individual179 mCAI=0.399528,mHD=0.166667,lLCS=0.192982,GENDER=female,AGE:0,fitness:39.8236, last mutation: -1, Identificador de poblacion: 125
individual180 mCAI=0.348297,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:35.2042, last mutation: -1, Identificador de poblacion: 184
individual181 mCAI=0.367512,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:34.4332, last mutation: -1, Identificador de poblacion: 26
individual182 mCAI=0.387197,mHD=0.166667,lLCS=0.131579,GENDER=female,AGE:0,fitness:34.318, last mutation: -1, Identificador de poblacion: 49
individual183 mCAI=0.376173,mHD=0.166667,lLCS=0.201754,GENDER=female,AGE:0,fitness:34.0845, last mutation: -1, Identificador de poblacion: 86
