
Iteracción: 0
individual0 mCAI=0.392603,mHD=0.149123,lLCS=0.192982,GENDER=female,AGE:0,fitness:6.77367e+08, last mutation: -1, Identificador de poblacion: 101
individual28 mCAI=0.352479,mHD=0.166667,lLCS=0.131579,GENDER=female,AGE:0,fitness:8.25599e+06, last mutation: -1, Identificador de poblacion: 189
individual29 mCAI=0.394259,mHD=0.175439,lLCS=0.22807,GENDER=female,AGE:0,fitness:2.32766e+06, last mutation: -1, Identificador de poblacion: 41
individual30 mCAI=0.404381,mHD=0.175439,lLCS=0.201754,GENDER=female,AGE:0,fitness:2.17886e+06, last mutation: -1, Identificador de poblacion: 176
individual31 mCAI=0.423992,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:2.16831e+06, last mutation: -1, Identificador de poblacion: 91
individual32 mCAI=0.386212,mHD=0.175439,lLCS=0.201754,GENDER=female,AGE:0,fitness:2.05815e+06, last mutation: -1, Identificador de poblacion: 175
individual33 mCAI=0.404649,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:1.99934e+06, last mutation: -1, Identificador de poblacion: 17
individual34 mCAI=0.406055,mHD=0.175439,lLCS=0.166667,GENDER=female,AGE:0,fitness:1.95476e+06, last mutation: -1, Identificador de poblacion: 187
individual35 mCAI=0.409011,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:1.92765e+06, last mutation: -1, Identificador de poblacion: 112
individual36 mCAI=0.408123,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.86681e+06, last mutation: -1, Identificador de poblacion: 49
individual37 mCAI=0.377961,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:1.85748e+06, last mutation: -1, Identificador de poblacion: 179
individual38 mCAI=0.420343,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:1.85554e+06, last mutation: -1, Identificador de poblacion: 34
individual39 mCAI=0.403088,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.81809e+06, last mutation: -1, Identificador de poblacion: 82
individual40 mCAI=0.380341,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:1.80553e+06, last mutation: -1, Identificador de poblacion: 180
individual41 mCAI=0.383414,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:1.70044e+06, last mutation: -1, Identificador de poblacion: 177
individual42 mCAI=0.398862,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:1.62036e+06, last mutation: -1, Identificador de poblacion: 117
individual43 mCAI=0.373277,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:1.61805e+06, last mutation: -1, Identificador de poblacion: 97
individual44 mCAI=0.350053,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:1.59013e+06, last mutation: -1, Identificador de poblacion: 76
individual45 mCAI=0.377218,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.58712e+06, last mutation: -1, Identificador de poblacion: 102
individual46 mCAI=0.387781,mHD=0.175439,lLCS=0.131579,GENDER=female,AGE:0,fitness:1.56459e+06, last mutation: -1, Identificador de poblacion: 23
individual47 mCAI=0.361513,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.46146e+06, last mutation: -1, Identificador de poblacion: 2
individual48 mCAI=0.359142,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.44337e+06, last mutation: -1, Identificador de poblacion: 83
individual49 mCAI=0.344555,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.33692e+06, last mutation: -1, Identificador de poblacion: 114
individual50 mCAI=0.384205,mHD=0.184211,lLCS=0.254386,GENDER=female,AGE:0,fitness:355757, last mutation: -1, Identificador de poblacion: 46
individual51 mCAI=0.426352,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:349406, last mutation: -1, Identificador de poblacion: 123
individual52 mCAI=0.385836,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:324808, last mutation: -1, Identificador de poblacion: 159
individual53 mCAI=0.418705,mHD=0.184211,lLCS=0.192982,GENDER=female,AGE:0,fitness:317140, last mutation: -1, Identificador de poblacion: 33
individual54 mCAI=0.387932,mHD=0.184211,lLCS=0.219298,GENDER=female,AGE:0,fitness:316346, last mutation: -1, Identificador de poblacion: 71
individual55 mCAI=0.418986,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:310908, last mutation: -1, Identificador de poblacion: 78
individual56 mCAI=0.402268,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:309652, last mutation: -1, Identificador de poblacion: 52
individual57 mCAI=0.415895,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:307726, last mutation: -1, Identificador de poblacion: 115
individual58 mCAI=0.373904,mHD=0.184211,lLCS=0.219298,GENDER=female,AGE:0,fitness:307130, last mutation: -1, Identificador de poblacion: 137
individual59 mCAI=0.414411,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:299522, last mutation: -1, Identificador de poblacion: 74
individual60 mCAI=0.41247,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:297417, last mutation: -1, Identificador de poblacion: 15
individual61 mCAI=0.403995,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:295775, last mutation: -1, Identificador de poblacion: 145
individual62 mCAI=0.420616,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:288350, last mutation: -1, Identificador de poblacion: 93
individual63 mCAI=0.420426,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:288101, last mutation: -1, Identificador de poblacion: 18
individual64 mCAI=0.402347,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:286673, last mutation: -1, Identificador de poblacion: 197
individual65 mCAI=0.413383,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:285331, last mutation: -1, Identificador de poblacion: 167
individual66 mCAI=0.400166,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:284411, last mutation: -1, Identificador de poblacion: 6
individual67 mCAI=0.396848,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:281001, last mutation: -1, Identificador de poblacion: 35
individual68 mCAI=0.394783,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:278900, last mutation: -1, Identificador de poblacion: 133
individual69 mCAI=0.392898,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:276996, last mutation: -1, Identificador de poblacion: 13
individual70 mCAI=0.387292,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:271409, last mutation: -1, Identificador de poblacion: 72
individual71 mCAI=0.386564,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:270691, last mutation: -1, Identificador de poblacion: 80
individual72 mCAI=0.393499,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:269808, last mutation: -1, Identificador de poblacion: 106
individual73 mCAI=0.350049,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:268672, last mutation: -1, Identificador de poblacion: 152
individual74 mCAI=0.388702,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:264755, last mutation: -1, Identificador de poblacion: 182
individual75 mCAI=0.37814,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:262528, last mutation: -1, Identificador de poblacion: 27
individual76 mCAI=0.386098,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:262052, last mutation: -1, Identificador de poblacion: 198
individual77 mCAI=0.375632,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:260146, last mutation: -1, Identificador de poblacion: 139
individual78 mCAI=0.390786,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:251743, last mutation: -1, Identificador de poblacion: 48
individual79 mCAI=0.382224,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:249973, last mutation: -1, Identificador de poblacion: 29
individual80 mCAI=0.388813,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:249492, last mutation: -1, Identificador de poblacion: 142
individual81 mCAI=0.38754,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:248051, last mutation: -1, Identificador de poblacion: 170
individual82 mCAI=0.376994,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:244484, last mutation: -1, Identificador de poblacion: 113
individual83 mCAI=0.384223,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:244334, last mutation: -1, Identificador de poblacion: 11
individual84 mCAI=0.384076,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:244170, last mutation: -1, Identificador de poblacion: 138
individual85 mCAI=0.382874,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:242838, last mutation: -1, Identificador de poblacion: 68
individual86 mCAI=0.380677,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:240422, last mutation: -1, Identificador de poblacion: 64
individual87 mCAI=0.353084,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:239673, last mutation: -1, Identificador de poblacion: 163
individual88 mCAI=0.372278,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:239636, last mutation: -1, Identificador de poblacion: 59
individual89 mCAI=0.377072,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:236509, last mutation: -1, Identificador de poblacion: 95
individual90 mCAI=0.369563,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:228561, last mutation: -1, Identificador de poblacion: 184
individual91 mCAI=0.360586,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:228030, last mutation: -1, Identificador de poblacion: 192
individual92 mCAI=0.367497,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:226421, last mutation: -1, Identificador de poblacion: 172
individual93 mCAI=0.376692,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:213449, last mutation: -1, Identificador de poblacion: 12
individual94 mCAI=0.35996,mHD=0.184211,lLCS=0.140351,GENDER=female,AGE:0,fitness:210474, last mutation: -1, Identificador de poblacion: 135
individual95 mCAI=0.332816,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:202665, last mutation: -1, Identificador de poblacion: 173
individual96 mCAI=0.365637,mHD=0.184211,lLCS=0.122807,GENDER=female,AGE:0,fitness:200927, last mutation: -1, Identificador de poblacion: 104
individual97 mCAI=0.395384,mHD=0.192982,lLCS=0.254386,GENDER=female,AGE:0,fitness:50380.8, last mutation: -1, Identificador de poblacion: 141
individual98 mCAI=0.424855,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:46808.2, last mutation: -1, Identificador de poblacion: 25
individual99 mCAI=0.387101,mHD=0.192982,lLCS=0.219298,GENDER=female,AGE:0,fitness:45182.9, last mutation: -1, Identificador de poblacion: 88

individual100 mCAI=0.433164,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:45156.9, last mutation: -1, Identificador de poblacion: 188
individual101 mCAI=0.42572,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:44749.2, last mutation: -1, Identificador de poblacion: 116
individual102 mCAI=0.405167,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:44741.1, last mutation: -1, Identificador de poblacion: 4
individual103 mCAI=0.437357,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:44658.5, last mutation: -1, Identificador de poblacion: 55
individual104 mCAI=0.442512,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:44529.8, last mutation: -1, Identificador de poblacion: 16
individual105 mCAI=0.399065,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:44118.7, last mutation: -1, Identificador de poblacion: 171
individual106 mCAI=0.420006,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:43971.4, last mutation: -1, Identificador de poblacion: 86
individual107 mCAI=0.397035,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:43913.6, last mutation: -1, Identificador de poblacion: 26
individual108 mCAI=0.413111,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:43869.3, last mutation: -1, Identificador de poblacion: 62
individual109 mCAI=0.418032,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:43705.7, last mutation: -1, Identificador de poblacion: 166
individual110 mCAI=0.403197,mHD=0.192982,lLCS=0.192982,GENDER=female,AGE:0,fitness:43591.3, last mutation: -1, Identificador de poblacion: 61
individual111 mCAI=0.385414,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:42756.6, last mutation: -1, Identificador de poblacion: 90
individual112 mCAI=0.425118,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:42605, last mutation: -1, Identificador de poblacion: 126
individual113 mCAI=0.424038,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:42428.3, last mutation: -1, Identificador de poblacion: 67
individual114 mCAI=0.423772,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:42384.8, last mutation: -1, Identificador de poblacion: 111
individual115 mCAI=0.419657,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:41719.1, last mutation: -1, Identificador de poblacion: 31
individual116 mCAI=0.409782,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:40959.5, last mutation: -1, Identificador de poblacion: 14
individual117 mCAI=0.364273,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:40728.4, last mutation: -1, Identificador de poblacion: 127
individual118 mCAI=0.404959,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:40256.3, last mutation: -1, Identificador de poblacion: 99
individual119 mCAI=0.390354,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:40142.7, last mutation: -1, Identificador de poblacion: 22
individual120 mCAI=0.403761,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:40083.2, last mutation: -1, Identificador de poblacion: 146
individual121 mCAI=0.385376,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:39532.8, last mutation: -1, Identificador de poblacion: 32
individual122 mCAI=0.376054,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:39526, last mutation: -1, Identificador de poblacion: 157
individual123 mCAI=0.398224,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:39294.1, last mutation: -1, Identificador de poblacion: 30
individual124 mCAI=0.403443,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:39193.6, last mutation: -1, Identificador de poblacion: 73
individual125 mCAI=0.416205,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:38988.3, last mutation: -1, Identificador de poblacion: 87
individual126 mCAI=0.38019,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:38907.2, last mutation: -1, Identificador de poblacion: 100
individual127 mCAI=0.343714,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:38847.4, last mutation: -1, Identificador de poblacion: 194
individual128 mCAI=0.400127,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:38696.1, last mutation: -1, Identificador de poblacion: 89
individual129 mCAI=0.386391,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:38644, last mutation: -1, Identificador de poblacion: 199
individual130 mCAI=0.397926,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:38369.2, last mutation: -1, Identificador de poblacion: 45
individual131 mCAI=0.373446,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:38108.5, last mutation: -1, Identificador de poblacion: 19
individual132 mCAI=0.373389,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:38101.8, last mutation: -1, Identificador de poblacion: 47
individual133 mCAI=0.395763,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:38051.1, last mutation: -1, Identificador de poblacion: 50
individual134 mCAI=0.372328,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:37977.5, last mutation: -1, Identificador de poblacion: 136
individual135 mCAI=0.394491,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:37864.9, last mutation: -1, Identificador de poblacion: 85
individual136 mCAI=0.394282,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:37834.5, last mutation: -1, Identificador de poblacion: 118
individual137 mCAI=0.370767,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:37795.7, last mutation: -1, Identificador de poblacion: 7
individual138 mCAI=0.392178,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:37528.4, last mutation: -1, Identificador de poblacion: 168
individual139 mCAI=0.391254,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:37394.9, last mutation: -1, Identificador de poblacion: 134
individual140 mCAI=0.383475,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:36289.4, last mutation: -1, Identificador de poblacion: 183
individual141 mCAI=0.381588,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:36026.4, last mutation: -1, Identificador de poblacion: 36
individual142 mCAI=0.364094,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:35874.9, last mutation: -1, Identificador de poblacion: 140
individual143 mCAI=0.367478,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:35183.1, last mutation: -1, Identificador de poblacion: 195
individual144 mCAI=0.373654,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:34940.4, last mutation: -1, Identificador de poblacion: 58
individual145 mCAI=0.372667,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:34807.7, last mutation: -1, Identificador de poblacion: 8
individual146 mCAI=0.383318,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:33477.8, last mutation: -1, Identificador de poblacion: 66
individual147 mCAI=0.37492,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:33142.1, last mutation: -1, Identificador de poblacion: 20
individual148 mCAI=0.355883,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:32627.5, last mutation: -1, Identificador de poblacion: 105
individual149 mCAI=0.352496,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:32204.5, last mutation: -1, Identificador de poblacion: 98
individual150 mCAI=0.336067,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:30228.5, last mutation: -1, Identificador de poblacion: 119
individual151 mCAI=0.433825,mHD=0.201754,lLCS=0.22807,GENDER=female,AGE:0,fitness:7141.75, last mutation: -1, Identificador de poblacion: 38
individual152 mCAI=0.429658,mHD=0.201754,lLCS=0.22807,GENDER=female,AGE:0,fitness:7105.67, last mutation: -1, Identificador de poblacion: 9
individual153 mCAI=0.395258,mHD=0.201754,lLCS=0.22807,GENDER=female,AGE:0,fitness:6813.51, last mutation: -1, Identificador de poblacion: 21
individual154 mCAI=0.385115,mHD=0.201754,lLCS=0.22807,GENDER=female,AGE:0,fitness:6728.81, last mutation: -1, Identificador de poblacion: 164
individual155 mCAI=0.426082,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:6580.03, last mutation: -1, Identificador de poblacion: 28
individual156 mCAI=0.41894,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:6464.33, last mutation: -1, Identificador de poblacion: 158
individual157 mCAI=0.413105,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:6371.3, last mutation: -1, Identificador de poblacion: 107
individual158 mCAI=0.387302,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:6346.1, last mutation: -1, Identificador de poblacion: 3
individual159 mCAI=0.401448,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:6188.05, last mutation: -1, Identificador de poblacion: 96
individual160 mCAI=0.392099,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:6043.79, last mutation: -1, Identificador de poblacion: 77
individual161 mCAI=0.38513,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:5938.19, last mutation: -1, Identificador de poblacion: 42
individual162 mCAI=0.399409,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5844.42, last mutation: -1, Identificador de poblacion: 148
individual163 mCAI=0.376147,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:5805.18, last mutation: -1, Identificador de poblacion: 79
individual164 mCAI=0.396868,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5797.45, last mutation: -1, Identificador de poblacion: 149
individual165 mCAI=0.394593,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5755.54, last mutation: -1, Identificador de poblacion: 174
individual166 mCAI=0.399612,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:5745.3, last mutation: -1, Identificador de poblacion: 150
individual167 mCAI=0.38478,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:5689.47, last mutation: -1, Identificador de poblacion: 155
individual168 mCAI=0.383205,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:5662.94, last mutation: -1, Identificador de poblacion: 57
individual169 mCAI=0.393149,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:5620.39, last mutation: -1, Identificador de poblacion: 63
individual170 mCAI=0.362955,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:5615.02, last mutation: -1, Identificador de poblacion: 186
individual171 mCAI=0.385128,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5582.27, last mutation: -1, Identificador de poblacion: 178
individual172 mCAI=0.384773,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5575.87, last mutation: -1, Identificador de poblacion: 147
individual173 mCAI=0.378274,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5461, last mutation: -1, Identificador de poblacion: 10
individual174 mCAI=0.374803,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5399.64, last mutation: -1, Identificador de poblacion: 44
individual175 mCAI=0.373017,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5368.54, last mutation: -1, Identificador de poblacion: 129
individual176 mCAI=0.372013,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5350.78, last mutation: -1, Identificador de poblacion: 196
individual177 mCAI=0.341657,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:5321.36, last mutation: -1, Identificador de poblacion: 84
individual178 mCAI=0.339856,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:5297.31, last mutation: -1, Identificador de poblacion: 110
individual179 mCAI=0.375236,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:5282.74, last mutation: -1, Identificador de poblacion: 124
individual180 mCAI=0.365034,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5234.05, last mutation: -1, Identificador de poblacion: 108
individual181 mCAI=0.363401,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5206.9, last mutation: -1, Identificador de poblacion: 131
