
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:7.90161e+09, last mutation: -1, Identificador de poblacion: 0
individual146 mCAI=0.397494,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:166.157, last mutation: -1, Identificador de poblacion: 103
individual147 mCAI=0.388478,mHD=0.192982,lLCS=0.254386,GENDER=female,AGE:0,fitness:166.077, last mutation: -1, Identificador de poblacion: 140
individual148 mCAI=0.396284,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:165.288, last mutation: -1, Identificador de poblacion: 83
individual149 mCAI=0.403731,mHD=0.192982,lLCS=0.236842,GENDER=female,AGE:0,fitness:164.832, last mutation: -1, Identificador de poblacion: 72
individual150 mCAI=0.369083,mHD=0.192982,lLCS=0.254386,GENDER=female,AGE:0,fitness:157.108, last mutation: -1, Identificador de poblacion: 95
individual151 mCAI=0.365325,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:156.524, last mutation: -1, Identificador de poblacion: 32
individual152 mCAI=0.379285,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:150.98, last mutation: -1, Identificador de poblacion: 157
individual153 mCAI=0.362768,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:149.407, last mutation: -1, Identificador de poblacion: 159
individual154 mCAI=0.362574,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:149.011, last mutation: -1, Identificador de poblacion: 87
individual155 mCAI=0.429571,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:144.732, last mutation: -1, Identificador de poblacion: 144
individual156 mCAI=0.410605,mHD=0.184211,lLCS=0.254386,GENDER=female,AGE:0,fitness:135.832, last mutation: -1, Identificador de poblacion: 161
individual157 mCAI=0.336999,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:134.18, last mutation: -1, Identificador de poblacion: 78
individual158 mCAI=0.333151,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:131.335, last mutation: -1, Identificador de poblacion: 176
individual159 mCAI=0.33762,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:130.082, last mutation: -1, Identificador de poblacion: 27
individual160 mCAI=0.414277,mHD=0.184211,lLCS=0.219298,GENDER=female,AGE:0,fitness:122.406, last mutation: -1, Identificador de poblacion: 100
individual161 mCAI=0.351534,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:115.748, last mutation: -1, Identificador de poblacion: 123
individual162 mCAI=0.366475,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:111.736, last mutation: -1, Identificador de poblacion: 193
individual163 mCAI=0.441132,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:108.947, last mutation: -1, Identificador de poblacion: 121
individual164 mCAI=0.402855,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:108.824, last mutation: -1, Identificador de poblacion: 16
individual165 mCAI=0.363877,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:108.525, last mutation: -1, Identificador de poblacion: 74
individual166 mCAI=0.343416,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:107.84, last mutation: -1, Identificador de poblacion: 70
individual167 mCAI=0.418305,mHD=0.166667,lLCS=0.157895,GENDER=female,AGE:0,fitness:107.129, last mutation: -1, Identificador de poblacion: 38
individual168 mCAI=0.354776,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:106.776, last mutation: -1, Identificador de poblacion: 21
individual169 mCAI=0.346771,mHD=0.192982,lLCS=0.192982,GENDER=female,AGE:0,fitness:104.561, last mutation: -1, Identificador de poblacion: 19
individual170 mCAI=0.368286,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:104.532, last mutation: -1, Identificador de poblacion: 108
individual171 mCAI=0.368356,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:101.599, last mutation: -1, Identificador de poblacion: 119
individual172 mCAI=0.399029,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:100.858, last mutation: -1, Identificador de poblacion: 30
individual173 mCAI=0.395598,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:99.1079, last mutation: -1, Identificador de poblacion: 131
individual174 mCAI=0.3563,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:98.8526, last mutation: -1, Identificador de poblacion: 148
individual175 mCAI=0.413426,mHD=0.166667,lLCS=0.175439,GENDER=female,AGE:0,fitness:97.4162, last mutation: -1, Identificador de poblacion: 106
individual176 mCAI=0.385003,mHD=0.184211,lLCS=0.192982,GENDER=female,AGE:0,fitness:95.898, last mutation: -1, Identificador de poblacion: 141
individual177 mCAI=0.361094,mHD=0.184211,lLCS=0.166667,GENDER=female,AGE:0,fitness:94.4544, last mutation: -1, Identificador de poblacion: 9
individual178 mCAI=0.369341,mHD=0.184211,lLCS=0.210526,GENDER=female,AGE:0,fitness:92.1522, last mutation: -1, Identificador de poblacion: 90
individual179 mCAI=0.342237,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:85.0451, last mutation: -1, Identificador de poblacion: 164
individual180 mCAI=0.363701,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:74.2179, last mutation: -1, Identificador de poblacion: 88
individual181 mCAI=0.398996,mHD=0.166667,lLCS=0.149123,GENDER=female,AGE:0,fitness:72.1301, last mutation: -1, Identificador de poblacion: 11
individual182 mCAI=0.407464,mHD=0.175439,lLCS=0.22807,GENDER=female,AGE:0,fitness:71.7604, last mutation: -1, Identificador de poblacion: 112
individual183 mCAI=0.398812,mHD=0.166667,lLCS=0.140351,GENDER=female,AGE:0,fitness:69.0388, last mutation: -1, Identificador de poblacion: 53
