
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:1.53737e+10, last mutation: -1, Identificador de poblacion: 0
individual109 mCAI=0.397671,mHD=0.192982,lLCS=0.192982,GENDER=female,AGE:0,fitness:253.328, last mutation: -1, Identificador de poblacion: 133
individual110 mCAI=0.390258,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:220.278, last mutation: -1, Identificador de poblacion: 182
individual111 mCAI=0.38989,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:219.535, last mutation: -1, Identificador de poblacion: 111
individual112 mCAI=0.356031,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:208.815, last mutation: -1, Identificador de poblacion: 134
individual113 mCAI=0.357442,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:208.255, last mutation: -1, Identificador de poblacion: 173
individual114 mCAI=0.386606,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:207.732, last mutation: -1, Identificador de poblacion: 103
individual115 mCAI=0.355421,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:204.479, last mutation: -1, Identificador de poblacion: 96
individual116 mCAI=0.376498,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:203.758, last mutation: -1, Identificador de poblacion: 15
individual117 mCAI=0.35423,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:201.032, last mutation: -1, Identificador de poblacion: 105
individual118 mCAI=0.428546,mHD=0.201754,lLCS=0.254386,GENDER=female,AGE:0,fitness:197.692, last mutation: -1, Identificador de poblacion: 23
individual119 mCAI=0.358839,mHD=0.192982,lLCS=0.254386,GENDER=female,AGE:0,fitness:170.807, last mutation: -1, Identificador de poblacion: 122
individual120 mCAI=0.387725,mHD=0.192982,lLCS=0.22807,GENDER=female,AGE:0,fitness:168.767, last mutation: -1, Identificador de poblacion: 196
individual121 mCAI=0.348961,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:166.288, last mutation: -1, Identificador de poblacion: 161
individual122 mCAI=0.381794,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:158.582, last mutation: -1, Identificador de poblacion: 50
individual123 mCAI=0.375173,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:156.425, last mutation: -1, Identificador de poblacion: 120
individual124 mCAI=0.397481,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:152.981, last mutation: -1, Identificador de poblacion: 28
individual125 mCAI=0.418492,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:151.127, last mutation: -1, Identificador de poblacion: 169
individual126 mCAI=0.391491,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:147.859, last mutation: -1, Identificador de poblacion: 9
individual127 mCAI=0.396847,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:143.144, last mutation: -1, Identificador de poblacion: 121
individual128 mCAI=0.392534,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:138.829, last mutation: -1, Identificador de poblacion: 104
individual129 mCAI=0.415963,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:137.353, last mutation: -1, Identificador de poblacion: 14
individual130 mCAI=0.395301,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:133.827, last mutation: -1, Identificador de poblacion: 172
individual131 mCAI=0.408769,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:132.903, last mutation: -1, Identificador de poblacion: 72
individual132 mCAI=0.389517,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:130.907, last mutation: -1, Identificador de poblacion: 62
individual133 mCAI=0.386891,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:130.68, last mutation: -1, Identificador de poblacion: 86
individual134 mCAI=0.385398,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:126.399, last mutation: -1, Identificador de poblacion: 44
individual135 mCAI=0.368881,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:123.272, last mutation: -1, Identificador de poblacion: 117
individual136 mCAI=0.371458,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:121.631, last mutation: -1, Identificador de poblacion: 39
individual137 mCAI=0.36991,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:120.266, last mutation: -1, Identificador de poblacion: 55
individual138 mCAI=0.363425,mHD=0.184211,lLCS=0.22807,GENDER=female,AGE:0,fitness:118.913, last mutation: -1, Identificador de poblacion: 193
individual139 mCAI=0.377958,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:118.055, last mutation: -1, Identificador de poblacion: 143
individual140 mCAI=0.362783,mHD=0.184211,lLCS=0.201754,GENDER=female,AGE:0,fitness:117.074, last mutation: -1, Identificador de poblacion: 114
individual141 mCAI=0.361366,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:114.969, last mutation: -1, Identificador de poblacion: 160
individual142 mCAI=0.402065,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:112.89, last mutation: -1, Identificador de poblacion: 156
individual143 mCAI=0.40112,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:111.561, last mutation: -1, Identificador de poblacion: 67
individual144 mCAI=0.368531,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:108.929, last mutation: -1, Identificador de poblacion: 73
individual145 mCAI=0.357453,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:108.903, last mutation: -1, Identificador de poblacion: 65
individual146 mCAI=0.41234,mHD=0.166667,lLCS=0.254386,GENDER=female,AGE:0,fitness:106.586, last mutation: -1, Identificador de poblacion: 57
individual147 mCAI=0.368556,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:106.061, last mutation: -1, Identificador de poblacion: 154
individual148 mCAI=0.397223,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:104.896, last mutation: -1, Identificador de poblacion: 56
individual149 mCAI=0.363101,mHD=0.184211,lLCS=0.184211,GENDER=female,AGE:0,fitness:103.042, last mutation: -1, Identificador de poblacion: 189
individual150 mCAI=0.395059,mHD=0.175439,lLCS=0.131579,GENDER=female,AGE:0,fitness:102.505, last mutation: -1, Identificador de poblacion: 181
individual151 mCAI=0.39462,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:102.026, last mutation: -1, Identificador de poblacion: 164
individual152 mCAI=0.394504,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:101.882, last mutation: -1, Identificador de poblacion: 84
individual153 mCAI=0.394183,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:101.476, last mutation: -1, Identificador de poblacion: 188
individual154 mCAI=0.415725,mHD=0.175439,lLCS=0.192982,GENDER=female,AGE:0,fitness:97.2787, last mutation: -1, Identificador de poblacion: 60
individual155 mCAI=0.334997,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:93.1885, last mutation: -1, Identificador de poblacion: 2
individual156 mCAI=0.361221,mHD=0.175439,lLCS=0.236842,GENDER=female,AGE:0,fitness:92.7494, last mutation: -1, Identificador de poblacion: 61
individual157 mCAI=0.391918,mHD=0.175439,lLCS=0.140351,GENDER=female,AGE:0,fitness:92.2337, last mutation: -1, Identificador de poblacion: 69
individual158 mCAI=0.391318,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:91.8678, last mutation: -1, Identificador de poblacion: 58
individual159 mCAI=0.391119,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:88.3779, last mutation: -1, Identificador de poblacion: 89
individual160 mCAI=0.389253,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:88.0302, last mutation: -1, Identificador de poblacion: 116
individual161 mCAI=0.38829,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:87.1836, last mutation: -1, Identificador de poblacion: 91
individual162 mCAI=0.388695,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:82.5732, last mutation: -1, Identificador de poblacion: 158
individual163 mCAI=0.384175,mHD=0.175439,lLCS=0.201754,GENDER=female,AGE:0,fitness:80.3039, last mutation: -1, Identificador de poblacion: 5
individual164 mCAI=0.363976,mHD=0.184211,lLCS=0.131579,GENDER=female,AGE:0,fitness:79.6582, last mutation: -1, Identificador de poblacion: 112
individual165 mCAI=0.402407,mHD=0.175439,lLCS=0.184211,GENDER=female,AGE:0,fitness:78.3101, last mutation: -1, Identificador de poblacion: 123
individual166 mCAI=0.354425,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:77.3168, last mutation: -1, Identificador de poblacion: 11
individual167 mCAI=0.38344,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:72.195, last mutation: -1, Identificador de poblacion: 138
individual168 mCAI=0.342998,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:68.4538, last mutation: -1, Identificador de poblacion: 179
individual169 mCAI=0.377891,mHD=0.175439,lLCS=0.175439,GENDER=female,AGE:0,fitness:68.3918, last mutation: -1, Identificador de poblacion: 167
individual170 mCAI=0.381675,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:61.9713, last mutation: -1, Identificador de poblacion: 88
individual171 mCAI=0.380295,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:59.8903, last mutation: -1, Identificador de poblacion: 131
individual172 mCAI=0.378475,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:58.8938, last mutation: -1, Identificador de poblacion: 46
individual173 mCAI=0.374564,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:55.1685, last mutation: -1, Identificador de poblacion: 47
individual174 mCAI=0.37449,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:55.1399, last mutation: -1, Identificador de poblacion: 135
individual175 mCAI=0.312415,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:54.4538, last mutation: -1, Identificador de poblacion: 180
individual176 mCAI=0.371764,mHD=0.175439,lLCS=0.157895,GENDER=female,AGE:0,fitness:50.146, last mutation: -1, Identificador de poblacion: 85
individual177 mCAI=0.330134,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:49.6051, last mutation: -1, Identificador de poblacion: 20
individual178 mCAI=0.411124,mHD=0.166667,lLCS=0.201754,GENDER=female,AGE:0,fitness:48.525, last mutation: -1, Identificador de poblacion: 8
individual179 mCAI=0.334145,mHD=0.175439,lLCS=0.201754,GENDER=female,AGE:0,fitness:46.5169, last mutation: -1, Identificador de poblacion: 163
individual180 mCAI=0.417799,mHD=0.166667,lLCS=0.184211,GENDER=female,AGE:0,fitness:43.7795, last mutation: -1, Identificador de poblacion: 74
individual181 mCAI=0.390696,mHD=0.166667,lLCS=0.201754,GENDER=female,AGE:0,fitness:42.343, last mutation: -1, Identificador de poblacion: 90
individual182 mCAI=0.406521,mHD=0.166667,lLCS=0.175439,GENDER=female,AGE:0,fitness:42.2425, last mutation: -1, Identificador de poblacion: 13
individual183 mCAI=0.362858,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:36.4191, last mutation: -1, Identificador de poblacion: 95
