
Iteracción: 0
individual0 mCAI=0.555196,mHD=0.149123,lLCS=0.0672515,GENDER=female,AGE:0,fitness:6.90575e+10, last mutation: -1, Identificador de poblacion: 179
individual24 mCAI=0.545528,mHD=0.169591,lLCS=0.0760234,GENDER=female,AGE:0,fitness:6.22439e+07, last mutation: -1, Identificador de poblacion: 100
individual25 mCAI=0.564396,mHD=0.172515,lLCS=0.0935673,GENDER=female,AGE:0,fitness:2.62325e+07, last mutation: -1, Identificador de poblacion: 145
individual26 mCAI=0.554137,mHD=0.172515,lLCS=0.0847953,GENDER=female,AGE:0,fitness:2.45258e+07, last mutation: -1, Identificador de poblacion: 67
individual27 mCAI=0.564424,mHD=0.172515,lLCS=0.0760234,GENDER=female,AGE:0,fitness:2.44588e+07, last mutation: -1, Identificador de poblacion: 129
individual28 mCAI=0.533238,mHD=0.172515,lLCS=0.0847953,GENDER=female,AGE:0,fitness:2.29676e+07, last mutation: -1, Identificador de poblacion: 6
individual29 mCAI=0.557151,mHD=0.172515,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.29207e+07, last mutation: -1, Identificador de poblacion: 89
individual30 mCAI=0.552811,mHD=0.172515,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.25153e+07, last mutation: -1, Identificador de poblacion: 198
individual31 mCAI=0.54569,mHD=0.172515,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.18656e+07, last mutation: -1, Identificador de poblacion: 21
individual32 mCAI=0.538323,mHD=0.172515,lLCS=0.0701754,GENDER=female,AGE:0,fitness:2.15532e+07, last mutation: -1, Identificador de poblacion: 48
individual33 mCAI=0.539933,mHD=0.172515,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.1354e+07, last mutation: -1, Identificador de poblacion: 182
individual34 mCAI=0.569909,mHD=0.175439,lLCS=0.0847953,GENDER=female,AGE:0,fitness:9.38885e+06, last mutation: -1, Identificador de poblacion: 126
individual35 mCAI=0.542293,mHD=0.175439,lLCS=0.0935673,GENDER=female,AGE:0,fitness:9.03407e+06, last mutation: -1, Identificador de poblacion: 168
individual36 mCAI=0.556832,mHD=0.175439,lLCS=0.0847953,GENDER=female,AGE:0,fitness:9.03296e+06, last mutation: -1, Identificador de poblacion: 163
individual37 mCAI=0.515824,mHD=0.175439,lLCS=0.102339,GENDER=female,AGE:0,fitness:8.93575e+06, last mutation: -1, Identificador de poblacion: 50
individual38 mCAI=0.535523,mHD=0.175439,lLCS=0.0935673,GENDER=female,AGE:0,fitness:8.88256e+06, last mutation: -1, Identificador de poblacion: 96
individual39 mCAI=0.522617,mHD=0.175439,lLCS=0.0935673,GENDER=female,AGE:0,fitness:8.60079e+06, last mutation: -1, Identificador de poblacion: 62
individual40 mCAI=0.561563,mHD=0.175439,lLCS=0.0672515,GENDER=female,AGE:0,fitness:8.55323e+06, last mutation: -1, Identificador de poblacion: 197
individual41 mCAI=0.542001,mHD=0.175439,lLCS=0.0789474,GENDER=female,AGE:0,fitness:8.40014e+06, last mutation: -1, Identificador de poblacion: 4
individual42 mCAI=0.544686,mHD=0.175439,lLCS=0.0760234,GENDER=female,AGE:0,fitness:8.35621e+06, last mutation: -1, Identificador de poblacion: 87
individual43 mCAI=0.532925,mHD=0.175439,lLCS=0.0789474,GENDER=female,AGE:0,fitness:8.1553e+06, last mutation: -1, Identificador de poblacion: 187
individual44 mCAI=0.53741,mHD=0.175439,lLCS=0.0760234,GENDER=female,AGE:0,fitness:8.15132e+06, last mutation: -1, Identificador de poblacion: 156
individual45 mCAI=0.547501,mHD=0.175439,lLCS=0.0672515,GENDER=female,AGE:0,fitness:8.10037e+06, last mutation: -1, Identificador de poblacion: 77
individual46 mCAI=0.546649,mHD=0.175439,lLCS=0.0672515,GENDER=female,AGE:0,fitness:8.07369e+06, last mutation: -1, Identificador de poblacion: 86
individual47 mCAI=0.532106,mHD=0.175439,lLCS=0.0760234,GENDER=female,AGE:0,fitness:8.00516e+06, last mutation: -1, Identificador de poblacion: 151
individual48 mCAI=0.502543,mHD=0.175439,lLCS=0.0760234,GENDER=female,AGE:0,fitness:7.2371e+06, last mutation: -1, Identificador de poblacion: 147
individual49 mCAI=0.548444,mHD=0.178363,lLCS=0.122807,GENDER=female,AGE:0,fitness:3.7958e+06, last mutation: -1, Identificador de poblacion: 152
individual50 mCAI=0.535455,mHD=0.178363,lLCS=0.102339,GENDER=female,AGE:0,fitness:3.39059e+06, last mutation: -1, Identificador de poblacion: 60
individual51 mCAI=0.555608,mHD=0.178363,lLCS=0.0906433,GENDER=female,AGE:0,fitness:3.36465e+06, last mutation: -1, Identificador de poblacion: 28
individual52 mCAI=0.556816,mHD=0.178363,lLCS=0.0847953,GENDER=female,AGE:0,fitness:3.29879e+06, last mutation: -1, Identificador de poblacion: 122
individual53 mCAI=0.540115,mHD=0.178363,lLCS=0.0935673,GENDER=female,AGE:0,fitness:3.28253e+06, last mutation: -1, Identificador de poblacion: 36
individual54 mCAI=0.560745,mHD=0.178363,lLCS=0.0789474,GENDER=female,AGE:0,fitness:3.26347e+06, last mutation: -1, Identificador de poblacion: 99
individual55 mCAI=0.552225,mHD=0.178363,lLCS=0.0847953,GENDER=female,AGE:0,fitness:3.25712e+06, last mutation: -1, Identificador de poblacion: 95
individual56 mCAI=0.550103,mHD=0.178363,lLCS=0.0847953,GENDER=female,AGE:0,fitness:3.23804e+06, last mutation: -1, Identificador de poblacion: 113
individual57 mCAI=0.556393,mHD=0.178363,lLCS=0.0760234,GENDER=female,AGE:0,fitness:3.18372e+06, last mutation: -1, Identificador de poblacion: 7
individual58 mCAI=0.547509,mHD=0.178363,lLCS=0.0789474,GENDER=female,AGE:0,fitness:3.13416e+06, last mutation: -1, Identificador de poblacion: 58
individual59 mCAI=0.548972,mHD=0.178363,lLCS=0.0760234,GENDER=female,AGE:0,fitness:3.10908e+06, last mutation: -1, Identificador de poblacion: 83
individual60 mCAI=0.531492,mHD=0.178363,lLCS=0.0847953,GENDER=female,AGE:0,fitness:3.0754e+06, last mutation: -1, Identificador de poblacion: 170
individual61 mCAI=0.513638,mHD=0.178363,lLCS=0.0847953,GENDER=female,AGE:0,fitness:2.92705e+06, last mutation: -1, Identificador de poblacion: 98
individual62 mCAI=0.548217,mHD=0.178363,lLCS=0.0614035,GENDER=female,AGE:0,fitness:2.91205e+06, last mutation: -1, Identificador de poblacion: 115
individual63 mCAI=0.521875,mHD=0.178363,lLCS=0.0760234,GENDER=female,AGE:0,fitness:2.85106e+06, last mutation: -1, Identificador de poblacion: 153
individual64 mCAI=0.530849,mHD=0.178363,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.80419e+06, last mutation: -1, Identificador de poblacion: 12
individual65 mCAI=0.51984,mHD=0.178363,lLCS=0.0672515,GENDER=female,AGE:0,fitness:2.69447e+06, last mutation: -1, Identificador de poblacion: 176
individual66 mCAI=0.559814,mHD=0.181287,lLCS=0.102339,GENDER=female,AGE:0,fitness:1.29098e+06, last mutation: -1, Identificador de poblacion: 34
individual67 mCAI=0.578704,mHD=0.181287,lLCS=0.0701754,GENDER=female,AGE:0,fitness:1.22674e+06, last mutation: -1, Identificador de poblacion: 27
individual68 mCAI=0.560107,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.21512e+06, last mutation: -1, Identificador de poblacion: 5
individual69 mCAI=0.553733,mHD=0.181287,lLCS=0.0877193,GENDER=female,AGE:0,fitness:1.20854e+06, last mutation: -1, Identificador de poblacion: 80
individual70 mCAI=0.557748,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.20774e+06, last mutation: -1, Identificador de poblacion: 139
individual71 mCAI=0.551325,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.18787e+06, last mutation: -1, Identificador de poblacion: 137
individual72 mCAI=0.550504,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.18535e+06, last mutation: -1, Identificador de poblacion: 107
individual73 mCAI=0.54549,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.1701e+06, last mutation: -1, Identificador de poblacion: 88
individual74 mCAI=0.556184,mHD=0.181287,lLCS=0.0760234,GENDER=female,AGE:0,fitness:1.16486e+06, last mutation: -1, Identificador de poblacion: 116
individual75 mCAI=0.548974,mHD=0.181287,lLCS=0.0789474,GENDER=female,AGE:0,fitness:1.15345e+06, last mutation: -1, Identificador de poblacion: 159
individual76 mCAI=0.551265,mHD=0.181287,lLCS=0.0760234,GENDER=female,AGE:0,fitness:1.1479e+06, last mutation: -1, Identificador de poblacion: 160
individual77 mCAI=0.560108,mHD=0.181287,lLCS=0.0672515,GENDER=female,AGE:0,fitness:1.14313e+06, last mutation: -1, Identificador de poblacion: 57
individual78 mCAI=0.53625,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.1425e+06, last mutation: -1, Identificador de poblacion: 101
individual79 mCAI=0.531593,mHD=0.181287,lLCS=0.0847953,GENDER=female,AGE:0,fitness:1.12884e+06, last mutation: -1, Identificador de poblacion: 166
individual80 mCAI=0.548033,mHD=0.181287,lLCS=0.0672515,GENDER=female,AGE:0,fitness:1.09738e+06, last mutation: -1, Identificador de poblacion: 172
individual81 mCAI=0.534796,mHD=0.181287,lLCS=0.0760234,GENDER=female,AGE:0,fitness:1.09288e+06, last mutation: -1, Identificador de poblacion: 71
individual82 mCAI=0.541443,mHD=0.181287,lLCS=0.0672515,GENDER=female,AGE:0,fitness:1.0732e+06, last mutation: -1, Identificador de poblacion: 173
individual83 mCAI=0.512359,mHD=0.181287,lLCS=0.0760234,GENDER=female,AGE:0,fitness:1.02213e+06, last mutation: -1, Identificador de poblacion: 51
individual84 mCAI=0.504054,mHD=0.181287,lLCS=0.0701754,GENDER=female,AGE:0,fitness:962550, last mutation: -1, Identificador de poblacion: 135
individual85 mCAI=0.495498,mHD=0.181287,lLCS=0.0672515,GENDER=female,AGE:0,fitness:918740, last mutation: -1, Identificador de poblacion: 174
individual86 mCAI=0.551578,mHD=0.184211,lLCS=0.102339,GENDER=female,AGE:0,fitness:462898, last mutation: -1, Identificador de poblacion: 14
individual87 mCAI=0.576956,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:461895, last mutation: -1, Identificador de poblacion: 26
individual88 mCAI=0.563035,mHD=0.184211,lLCS=0.0935673,GENDER=female,AGE:0,fitness:459079, last mutation: -1, Identificador de poblacion: 194
individual89 mCAI=0.566647,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:450623, last mutation: -1, Identificador de poblacion: 49
individual90 mCAI=0.553233,mHD=0.184211,lLCS=0.0935673,GENDER=female,AGE:0,fitness:450052, last mutation: -1, Identificador de poblacion: 78
individual91 mCAI=0.571052,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:444487, last mutation: -1, Identificador de poblacion: 143
individual92 mCAI=0.569171,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:442179, last mutation: -1, Identificador de poblacion: 165
individual93 mCAI=0.556018,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:439289, last mutation: -1, Identificador de poblacion: 16
individual94 mCAI=0.518318,mHD=0.184211,lLCS=0.102339,GENDER=female,AGE:0,fitness:438096, last mutation: -1, Identificador de poblacion: 74
individual95 mCAI=0.522575,mHD=0.184211,lLCS=0.0994152,GENDER=female,AGE:0,fitness:435025, last mutation: -1, Identificador de poblacion: 19
individual96 mCAI=0.563161,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:434885, last mutation: -1, Identificador de poblacion: 186
individual97 mCAI=0.566029,mHD=0.184211,lLCS=0.0730994,GENDER=female,AGE:0,fitness:434547, last mutation: -1, Identificador de poblacion: 35
individual98 mCAI=0.549852,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:432844, last mutation: -1, Identificador de poblacion: 104
individual99 mCAI=0.560615,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:431831, last mutation: -1, Identificador de poblacion: 142

individual100 mCAI=0.527804,mHD=0.184211,lLCS=0.0935673,GENDER=female,AGE:0,fitness:427449, last mutation: -1, Identificador de poblacion: 131
individual101 mCAI=0.554952,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:425115, last mutation: -1, Identificador de poblacion: 118
individual102 mCAI=0.564475,mHD=0.184211,lLCS=0.0672515,GENDER=female,AGE:0,fitness:424965, last mutation: -1, Identificador de poblacion: 61
individual103 mCAI=0.541516,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:424281, last mutation: -1, Identificador de poblacion: 181
individual104 mCAI=0.566684,mHD=0.184211,lLCS=0.0643275,GENDER=female,AGE:0,fitness:424243, last mutation: -1, Identificador de poblacion: 183
individual105 mCAI=0.520823,mHD=0.184211,lLCS=0.0935673,GENDER=female,AGE:0,fitness:421445, last mutation: -1, Identificador de poblacion: 64
individual106 mCAI=0.535974,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:418682, last mutation: -1, Identificador de poblacion: 38
individual107 mCAI=0.549266,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:418477, last mutation: -1, Identificador de poblacion: 42
individual108 mCAI=0.534623,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:417328, last mutation: -1, Identificador de poblacion: 76
individual109 mCAI=0.533175,mHD=0.184211,lLCS=0.0847953,GENDER=female,AGE:0,fitness:415882, last mutation: -1, Identificador de poblacion: 171
individual110 mCAI=0.54637,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:415136, last mutation: -1, Identificador de poblacion: 9
individual111 mCAI=0.54433,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:412799, last mutation: -1, Identificador de poblacion: 178
individual112 mCAI=0.54379,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:412181, last mutation: -1, Identificador de poblacion: 46
individual113 mCAI=0.543244,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:411560, last mutation: -1, Identificador de poblacion: 52
individual114 mCAI=0.541958,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:410097, last mutation: -1, Identificador de poblacion: 185
individual115 mCAI=0.541162,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:409194, last mutation: -1, Identificador de poblacion: 39
individual116 mCAI=0.550366,mHD=0.184211,lLCS=0.0672515,GENDER=female,AGE:0,fitness:406555, last mutation: -1, Identificador de poblacion: 13
individual117 mCAI=0.531947,mHD=0.184211,lLCS=0.0789474,GENDER=female,AGE:0,fitness:404078, last mutation: -1, Identificador de poblacion: 133
individual118 mCAI=0.53247,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:399467, last mutation: -1, Identificador de poblacion: 191
individual119 mCAI=0.527724,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:394253, last mutation: -1, Identificador de poblacion: 138
individual120 mCAI=0.529539,mHD=0.184211,lLCS=0.0701754,GENDER=female,AGE:0,fitness:385895, last mutation: -1, Identificador de poblacion: 41
individual121 mCAI=0.528762,mHD=0.184211,lLCS=0.0701754,GENDER=female,AGE:0,fitness:384992, last mutation: -1, Identificador de poblacion: 91
individual122 mCAI=0.532422,mHD=0.184211,lLCS=0.0672515,GENDER=female,AGE:0,fitness:384289, last mutation: -1, Identificador de poblacion: 18
individual123 mCAI=0.530884,mHD=0.184211,lLCS=0.0672515,GENDER=female,AGE:0,fitness:382437, last mutation: -1, Identificador de poblacion: 23
individual124 mCAI=0.507674,mHD=0.184211,lLCS=0.0760234,GENDER=female,AGE:0,fitness:372967, last mutation: -1, Identificador de poblacion: 15
individual125 mCAI=0.553715,mHD=0.187135,lLCS=0.128655,GENDER=female,AGE:0,fitness:184050, last mutation: -1, Identificador de poblacion: 193
individual126 mCAI=0.560656,mHD=0.187135,lLCS=0.0964912,GENDER=female,AGE:0,fitness:167937, last mutation: -1, Identificador de poblacion: 37
individual127 mCAI=0.559205,mHD=0.187135,lLCS=0.0964912,GENDER=female,AGE:0,fitness:167510, last mutation: -1, Identificador de poblacion: 140
individual128 mCAI=0.51747,mHD=0.187135,lLCS=0.102339,GENDER=female,AGE:0,fitness:159963, last mutation: -1, Identificador de poblacion: 40
individual129 mCAI=0.5608,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:158144, last mutation: -1, Identificador de poblacion: 199
individual130 mCAI=0.549057,mHD=0.187135,lLCS=0.0847953,GENDER=female,AGE:0,fitness:158126, last mutation: -1, Identificador de poblacion: 167
individual131 mCAI=0.542034,mHD=0.187135,lLCS=0.0877193,GENDER=female,AGE:0,fitness:157374, last mutation: -1, Identificador de poblacion: 162
individual132 mCAI=0.546787,mHD=0.187135,lLCS=0.0847953,GENDER=female,AGE:0,fitness:157335, last mutation: -1, Identificador de poblacion: 66
individual133 mCAI=0.52875,mHD=0.187135,lLCS=0.0935673,GENDER=female,AGE:0,fitness:156856, last mutation: -1, Identificador de poblacion: 112
individual134 mCAI=0.527147,mHD=0.187135,lLCS=0.0935673,GENDER=female,AGE:0,fitness:156387, last mutation: -1, Identificador de poblacion: 146
individual135 mCAI=0.554929,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:155790, last mutation: -1, Identificador de poblacion: 106
individual136 mCAI=0.559889,mHD=0.187135,lLCS=0.0701754,GENDER=female,AGE:0,fitness:155045, last mutation: -1, Identificador de poblacion: 130
individual137 mCAI=0.539332,mHD=0.187135,lLCS=0.0847953,GENDER=female,AGE:0,fitness:154763, last mutation: -1, Identificador de poblacion: 69
individual138 mCAI=0.521403,mHD=0.187135,lLCS=0.0935673,GENDER=female,AGE:0,fitness:154717, last mutation: -1, Identificador de poblacion: 190
individual139 mCAI=0.551516,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:154438, last mutation: -1, Identificador de poblacion: 2
individual140 mCAI=0.548776,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:153361, last mutation: -1, Identificador de poblacion: 117
individual141 mCAI=0.544851,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:151832, last mutation: -1, Identificador de poblacion: 175
individual142 mCAI=0.553811,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:151017, last mutation: -1, Identificador de poblacion: 195
individual143 mCAI=0.538397,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:149350, last mutation: -1, Identificador de poblacion: 177
individual144 mCAI=0.557358,mHD=0.187135,lLCS=0.0584795,GENDER=female,AGE:0,fitness:148503, last mutation: -1, Identificador de poblacion: 3
individual145 mCAI=0.544717,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:147091, last mutation: -1, Identificador de poblacion: 31
individual146 mCAI=0.53996,mHD=0.187135,lLCS=0.0701754,GENDER=female,AGE:0,fitness:146683, last mutation: -1, Identificador de poblacion: 82
individual147 mCAI=0.543667,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:146644, last mutation: -1, Identificador de poblacion: 79
individual148 mCAI=0.538133,mHD=0.187135,lLCS=0.0701754,GENDER=female,AGE:0,fitness:145939, last mutation: -1, Identificador de poblacion: 11
individual149 mCAI=0.540727,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:145401, last mutation: -1, Identificador de poblacion: 164
individual150 mCAI=0.525847,mHD=0.187135,lLCS=0.0760234,GENDER=female,AGE:0,fitness:144639, last mutation: -1, Identificador de poblacion: 47
individual151 mCAI=0.534001,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:142595, last mutation: -1, Identificador de poblacion: 68
individual152 mCAI=0.520692,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:137203, last mutation: -1, Identificador de poblacion: 189
individual153 mCAI=0.519635,mHD=0.187135,lLCS=0.0672515,GENDER=female,AGE:0,fitness:136783, last mutation: -1, Identificador de poblacion: 32
individual154 mCAI=0.516206,mHD=0.187135,lLCS=0.0584795,GENDER=female,AGE:0,fitness:129971, last mutation: -1, Identificador de poblacion: 56
individual155 mCAI=0.578619,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:60433.7, last mutation: -1, Identificador de poblacion: 43
individual156 mCAI=0.577455,mHD=0.190058,lLCS=0.0701754,GENDER=female,AGE:0,fitness:59533.9, last mutation: -1, Identificador de poblacion: 136
individual157 mCAI=0.527887,mHD=0.190058,lLCS=0.102339,GENDER=female,AGE:0,fitness:59426.1, last mutation: -1, Identificador de poblacion: 44
individual158 mCAI=0.55657,mHD=0.190058,lLCS=0.0877193,GENDER=female,AGE:0,fitness:59335.2, last mutation: -1, Identificador de poblacion: 59
individual159 mCAI=0.545009,mHD=0.190058,lLCS=0.0935673,GENDER=female,AGE:0,fitness:59150.6, last mutation: -1, Identificador de poblacion: 192
individual160 mCAI=0.560951,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:57990.2, last mutation: -1, Identificador de poblacion: 158
individual161 mCAI=0.555421,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:57244.5, last mutation: -1, Identificador de poblacion: 109
individual162 mCAI=0.551018,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:56657.4, last mutation: -1, Identificador de poblacion: 157
individual163 mCAI=0.548396,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:56310.7, last mutation: -1, Identificador de poblacion: 10
individual164 mCAI=0.547912,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:56247.2, last mutation: -1, Identificador de poblacion: 127
individual165 mCAI=0.540217,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:55243.2, last mutation: -1, Identificador de poblacion: 33
individual166 mCAI=0.5496,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:54958.5, last mutation: -1, Identificador de poblacion: 134
individual167 mCAI=0.547537,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:54658.2, last mutation: -1, Identificador de poblacion: 110
individual168 mCAI=0.547466,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:54647.6, last mutation: -1, Identificador de poblacion: 180
individual169 mCAI=0.52584,mHD=0.190058,lLCS=0.0760234,GENDER=female,AGE:0,fitness:53414.7, last mutation: -1, Identificador de poblacion: 149
individual170 mCAI=0.535986,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:53006.6, last mutation: -1, Identificador de poblacion: 70
individual171 mCAI=0.533151,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:52608.5, last mutation: -1, Identificador de poblacion: 55
individual172 mCAI=0.527519,mHD=0.190058,lLCS=0.0672515,GENDER=female,AGE:0,fitness:51826.7, last mutation: -1, Identificador de poblacion: 120
individual173 mCAI=0.564371,mHD=0.192982,lLCS=0.0847953,GENDER=female,AGE:0,fitness:21931.3, last mutation: -1, Identificador de poblacion: 73
individual174 mCAI=0.560025,mHD=0.192982,lLCS=0.0789474,GENDER=female,AGE:0,fitness:21447.6, last mutation: -1, Identificador de poblacion: 84
individual175 mCAI=0.550273,mHD=0.192982,lLCS=0.0847953,GENDER=female,AGE:0,fitness:21371.1, last mutation: -1, Identificador de poblacion: 155
individual176 mCAI=0.560963,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:21342.7, last mutation: -1, Identificador de poblacion: 121
individual177 mCAI=0.546744,mHD=0.192982,lLCS=0.0847953,GENDER=female,AGE:0,fitness:21233.1, last mutation: -1, Identificador de poblacion: 25
individual178 mCAI=0.557526,mHD=0.192982,lLCS=0.0760234,GENDER=female,AGE:0,fitness:21187.1, last mutation: -1, Identificador de poblacion: 54
